user_id,movie_id,event,watch_time_min,device,timestamp,rating,user_name,age,gender,location,title,genre,release_year,duration_min,movie_name
66,159,complete,150,Tablet,2024-03-24 09:03:51,3.1,Dana Houston,39,Other,New Amandatown,Broken Memory,Drama,2017,172,Broken Memory
266,29,play,51,Mobile,2023-07-14 01:07:17,,Charles Yang,32,Male,New Lauren,Dark Shadow,Thriller,2015,178,Dark Shadow
250,130,play,25,Smart TV,2024-05-08 06:43:57,,John Green,35,Other,Hursthaven,Hidden Edge,Romance,2024,78,Hidden Edge
141,82,play,74,Mobile,2024-05-09 10:55:41,,Maria Bennett,52,Other,Brownland,Broken Shadow,Sci-Fi,2000,150,Broken Shadow
79,46,play,40,Tablet,2023-08-29 01:04:04,,Carrie Watkins,59,Female,Annetteshire,Hidden Storm,Action,2021,63,Hidden Storm
223,196,complete,180,Smart TV,2024-04-05 22:49:11,2.3,Lisa Pham,56,Male,North Diamondshire,Final Whisper,Comedy,2012,137,Final Whisper
93,4,pause,69,Laptop,2024-04-03 22:43:30,,Jessica Townsend,43,Male,Mendozaside,Lost Edge,Horror,1996,117,Lost Edge
288,12,stop,110,Desktop,2023-07-24 17:40:19,,Micheal Johnson,57,Female,New Regina,Final Dream,Drama,2008,98,Final Dream
26,140,complete,113,Tablet,2023-10-30 15:03:31,1.7,Katherine Schwartz,30,Male,North Aprilburgh,Eternal Dream,Horror,2002,126,Eternal Dream
290,27,complete,87,Tablet,2024-11-13 17:22:05,1.5,Christine Martin,44,Male,Port Coltontown,Final Whisper,Horror,2014,108,Final Whisper
218,197,pause,85,Mobile,2023-10-05 07:21:03,,Matthew Cook,32,Female,Ramirezville,Final Whisper,Drama,1995,115,Final Whisper
203,145,play,44,Laptop,2025-05-30 19:03:30,,John Johnston,55,Other,Lake Darrellmouth,Infinite Hope,Romance,2010,156,Infinite Hope
39,80,pause,70,Laptop,2023-11-27 09:13:48,,Michael Townsend,18,Female,East Bill,Silent Storm,Thriller,2009,77,Silent Storm
205,75,play,69,Smart TV,2024-05-29 06:23:15,,Kristi Williams,31,Male,Danielborough,Broken Memory,Comedy,2016,99,Broken Memory
185,152,play,72,Laptop,2023-08-18 11:34:22,,Alan Baxter,43,Male,Hardinhaven,Hidden Hour,Action,1995,167,Hidden Hour
48,65,stop,45,Mobile,2023-10-20 08:17:52,,Steven Brown,44,Female,East Jared,Lost Hope,Horror,2002,156,Lost Hope
13,71,play,31,Smart TV,2024-12-28 02:24:41,,Mrs. Nicole Green MD,45,Male,Warrenview,Hidden Truth,Sci-Fi,2010,151,Hidden Truth
46,173,play,118,Laptop,2023-06-03 15:49:05,,Stephanie Cordova,25,Other,Tonyaview,Eternal Shadow,Animation,1995,99,Eternal Shadow
297,10,pause,7,Smart TV,2024-07-05 14:51:28,,Donald Garner,31,Male,East Amy,Infinite Shadow,Sci-Fi,2017,105,Infinite Shadow
55,197,play,73,Mobile,2024-05-15 06:26:12,,Jamie Phillips DVM,25,Female,East Claytonshire,Final Whisper,Drama,1995,115,Final Whisper
57,55,pause,78,Tablet,2023-08-03 22:03:27,,Kristen Burke,21,Female,Camposstad,Final Truth,Action,2012,159,Final Truth
188,23,play,52,Mobile,2023-10-25 21:06:21,,Michele Young,53,Female,Arroyoburgh,Infinite Hope,Animation,2013,111,Infinite Hope
150,137,pause,37,Mobile,2024-11-18 09:10:59,,Anthony Smith,21,Other,Melindaburgh,Eternal Truth,Romance,2018,160,Eternal Truth
34,133,pause,97,Laptop,2025-03-31 22:13:29,,Glenn Williams,53,Male,New Kariview,Infinite Edge,Sci-Fi,2017,154,Infinite Edge
52,139,play,73,Laptop,2025-03-31 00:05:30,,Mr. Brian Nguyen III,46,Male,Gregorystad,Infinite Hope,Comedy,2008,128,Infinite Hope
188,84,play,102,Mobile,2025-01-22 13:21:31,,Michele Young,53,Female,Arroyoburgh,Final Dream,Sci-Fi,2006,152,Final Dream
13,71,stop,101,Tablet,2024-03-26 21:14:45,,Mrs. Nicole Green MD,45,Male,Warrenview,Hidden Truth,Sci-Fi,2010,151,Hidden Truth
80,35,pause,72,Desktop,2025-04-08 18:41:54,,Isaiah Macdonald,39,Other,Port Deanna,Final Hour,Drama,2011,148,Final Hour
37,70,pause,3,Tablet,2024-05-16 00:00:55,,Anthony Morgan,54,Female,Lake Christopherfort,Last Truth,Action,2018,104,Last Truth
18,164,complete,89,Tablet,2024-12-22 21:25:39,5.0,Shawn Henry,25,Female,North Ryanfort,Dark Dream,Comedy,2007,102,Dark Dream
38,167,complete,101,Desktop,2024-06-05 11:15:31,3.5,Bruce Schwartz,36,Female,Sherryfurt,Dark Hour,Romance,2014,79,Dark Hour
61,96,play,10,Tablet,2024-09-22 06:23:16,,Brendan Jones,29,Female,North Stephanie,Bright Whisper,Sci-Fi,2001,168,Bright Whisper
248,4,complete,173,Laptop,2023-08-25 06:57:08,4.0,Joshua Gallegos,53,Other,Brennanville,Lost Edge,Horror,1996,117,Lost Edge
189,111,play,20,Smart TV,2025-04-15 11:50:57,,Melissa Anderson,35,Male,Watsonfort,Final Dream,Sci-Fi,2017,79,Final Dream
233,130,complete,179,Laptop,2024-07-16 03:59:37,3.2,Matthew Pierce,59,Other,Davidmouth,Hidden Edge,Romance,2024,78,Hidden Edge
259,159,play,18,Tablet,2025-02-23 11:53:39,,Sandra Olsen,52,Female,Patrickland,Broken Memory,Drama,2017,172,Broken Memory
195,58,pause,88,Desktop,2024-04-01 23:09:17,,Michael Ross,38,Other,Joshuaport,Dark Hope,Thriller,2021,167,Dark Hope
117,47,play,76,Desktop,2023-09-05 18:43:07,,Ruth Allen,26,Other,Davisfurt,Hidden Memory,Animation,2010,67,Hidden Memory
299,50,play,83,Desktop,2023-10-18 23:17:30,,Marissa Nixon,21,Female,Daviston,Hidden Storm,Horror,2019,148,Hidden Storm
264,84,play,47,Tablet,2024-12-16 15:47:15,,Gregory Ford,24,Male,Hendersonfurt,Final Dream,Sci-Fi,2006,152,Final Dream
40,103,play,5,Desktop,2025-04-10 16:48:48,,Kathleen Mann,36,Other,East Tonya,Eternal Memory,Drama,2008,145,Eternal Memory
242,57,pause,85,Mobile,2024-07-31 07:26:06,,Brian Cobb,52,Other,South Scottmouth,Silent Whisper,Animation,2014,172,Silent Whisper
228,26,pause,62,Mobile,2023-10-12 23:53:13,,Lori Harrison,42,Other,North Pamela,Last Hour,Animation,1997,131,Last Hour
239,93,stop,106,Tablet,2025-01-11 20:22:02,,William Ford,36,Other,West Savannah,Infinite Hope,Drama,2006,176,Infinite Hope
65,32,complete,146,Laptop,2023-08-26 04:46:57,2.8,Michael Adams,59,Other,Parksside,Lost Dream,Animation,2001,164,Lost Dream
238,111,complete,60,Desktop,2023-11-27 19:39:10,4.0,Mary Sanders,26,Male,West Cynthiaville,Final Dream,Sci-Fi,2017,79,Final Dream
73,176,pause,28,Desktop,2023-07-12 13:56:58,,Dawn Lewis,16,Female,Murphyberg,Dark Shadow,Animation,2008,114,Dark Shadow
3,68,play,53,Laptop,2025-05-25 23:06:45,,Steven Johnson,41,Female,Alexanderfurt,Broken Dream,Romance,2022,77,Broken Dream
119,55,play,85,Desktop,2025-04-19 08:31:38,,Jacqueline Alvarado,31,Other,New Rebecca,Final Truth,Action,2012,159,Final Truth
107,143,complete,145,Tablet,2024-05-07 02:20:13,1.1,Hannah Daniels,42,Female,Stricklandport,Lost Edge,Horror,2023,74,Lost Edge
198,104,play,71,Smart TV,2024-07-12 12:18:42,,Angela Fischer,46,Other,West Robertville,Bright Legacy,Horror,2012,111,Bright Legacy
263,82,play,3,Mobile,2024-06-27 07:34:21,,Yvonne Day,49,Male,Sharonville,Broken Shadow,Sci-Fi,2000,150,Broken Shadow
78,103,stop,23,Laptop,2023-12-13 03:35:04,,Roger Owens,39,Other,New Crystalshire,Eternal Memory,Drama,2008,145,Eternal Memory
124,116,complete,132,Tablet,2023-06-09 13:33:01,3.1,Brittany Reynolds,27,Male,Coryside,Last Memory,Horror,2020,88,Last Memory
79,71,play,31,Laptop,2025-05-16 11:15:44,,Carrie Watkins,59,Female,Annetteshire,Hidden Truth,Sci-Fi,2010,151,Hidden Truth
110,136,play,69,Smart TV,2024-02-19 04:16:55,,Angelica Brown,41,Male,New Michaelstad,Broken Storm,Action,2016,73,Broken Storm
169,23,complete,145,Desktop,2023-07-03 09:05:56,1.5,Laurie Webster,47,Female,West Jillian,Infinite Hope,Animation,2013,111,Infinite Hope
179,17,play,44,Mobile,2023-06-21 15:21:32,,Jordan Gray,41,Female,Beckshire,Last Hope,Horror,2004,113,Last Hope
36,159,play,99,Mobile,2025-01-05 02:41:06,,Kevin Peterson,52,Other,North Johnnyfort,Broken Memory,Drama,2017,172,Broken Memory
139,168,play,6,Laptop,2024-12-29 02:15:52,,Karen Hamilton,45,Male,East Joshuachester,Last Hour,Comedy,1998,81,Last Hour
246,33,stop,6,Laptop,2024-03-02 07:13:01,,Brittany Thomas,55,Female,West Johnny,Final Shadow,Thriller,2022,124,Final Shadow
231,113,complete,140,Smart TV,2024-05-30 05:59:01,3.1,Michelle Lowe,28,Male,East Joel,Infinite Shadow,Sci-Fi,2016,158,Infinite Shadow
205,170,play,59,Desktop,2023-07-03 04:31:00,,Kristi Williams,31,Male,Danielborough,Hidden Whisper,Drama,1997,137,Hidden Whisper
40,50,play,75,Mobile,2024-12-12 21:31:17,,Kathleen Mann,36,Other,East Tonya,Hidden Storm,Horror,2019,148,Hidden Storm
102,117,complete,67,Smart TV,2024-08-05 09:09:24,4.4,Patricia Lopez,40,Male,East Kenneth,Infinite Storm,Sci-Fi,1997,147,Infinite Storm
149,98,play,53,Smart TV,2024-08-13 23:22:42,,Jennifer Brock,21,Male,East Kathryn,Eternal Whisper,Horror,2008,124,Eternal Whisper
269,9,stop,16,Desktop,2025-03-08 07:42:09,,Walter Wright,43,Female,East Danielland,Last Hour,Sci-Fi,2003,66,Last Hour
47,99,complete,109,Desktop,2024-02-03 00:51:25,4.4,Sylvia Henderson,54,Female,South Bryan,Infinite Shadow,Action,1999,109,Infinite Shadow
23,131,play,61,Tablet,2025-01-25 22:11:35,,Lori Shah,41,Male,East Thomas,Final Truth,Animation,2022,79,Final Truth
129,87,play,69,Desktop,2024-05-12 07:03:08,,Brittany Henry,26,Male,New Julie,Infinite Hope,Comedy,1999,142,Infinite Hope
169,82,play,118,Smart TV,2023-06-29 20:55:20,,Laurie Webster,47,Female,West Jillian,Broken Shadow,Sci-Fi,2000,150,Broken Shadow
202,109,play,49,Smart TV,2025-02-08 21:36:02,,John Walker,35,Other,Howardville,Dark Edge,Sci-Fi,1995,108,Dark Edge
133,19,complete,118,Smart TV,2024-07-08 11:26:56,3.3,Wayne Williams,31,Male,New Elizabethfort,Last Hour,Sci-Fi,1996,97,Last Hour
9,152,play,103,Smart TV,2024-08-04 23:52:08,,Krista Guzman,40,Other,Erikberg,Hidden Hour,Action,1995,167,Hidden Hour
150,55,stop,102,Desktop,2023-12-06 04:17:03,,Anthony Smith,21,Other,Melindaburgh,Final Truth,Action,2012,159,Final Truth
39,77,play,24,Mobile,2023-10-10 14:22:47,,Michael Townsend,18,Female,East Bill,Last Truth,Drama,1999,102,Last Truth
132,92,play,2,Tablet,2024-10-10 11:45:33,,Sherry Noble,41,Other,Zunigachester,Hidden Legacy,Romance,2007,95,Hidden Legacy
289,69,pause,90,Laptop,2023-06-27 19:14:04,,Joshua Stevens,34,Other,South Hectorburgh,Eternal Shadow,Sci-Fi,2006,140,Eternal Shadow
106,194,play,37,Smart TV,2024-12-17 04:21:23,,Katrina Blankenship,60,Other,Port Jorge,Dark Legacy,Comedy,2000,127,Dark Legacy
227,195,play,75,Laptop,2023-07-21 22:23:13,,Jay Munoz,45,Female,North Susan,Eternal Shadow,Horror,2022,68,Eternal Shadow
129,155,play,69,Mobile,2024-06-28 05:06:51,,Brittany Henry,26,Male,New Julie,Last Shadow,Sci-Fi,2017,172,Last Shadow
190,46,stop,78,Laptop,2024-10-27 01:41:37,,Michael Morrow,30,Other,Meyerport,Hidden Storm,Action,2021,63,Hidden Storm
190,183,stop,83,Mobile,2023-09-23 00:18:10,,Michael Morrow,30,Other,Meyerport,Bright Hope,Animation,2010,106,Bright Hope
12,65,play,40,Mobile,2025-03-02 20:39:51,,Lindsey Holt,25,Other,South Carlshire,Lost Hope,Horror,2002,156,Lost Hope
58,138,play,16,Smart TV,2023-09-30 10:24:54,,Teresa Smith,41,Other,East Raymondmouth,Last Edge,Horror,2006,69,Last Edge
182,130,pause,34,Smart TV,2023-06-11 04:26:45,,William Rodriguez,32,Female,Justinview,Hidden Edge,Romance,2024,78,Hidden Edge
298,72,pause,4,Mobile,2024-11-06 01:44:26,,Nichole Gregory,30,Male,South Danielport,Dark Memory,Drama,2001,137,Dark Memory
240,160,play,41,Laptop,2024-12-07 02:05:53,,Benjamin Martinez,47,Female,New Jason,Silent Edge,Horror,2013,73,Silent Edge
214,107,pause,45,Laptop,2025-05-25 21:13:53,,Christina Bowman,16,Male,Thomasview,Broken Whisper,Drama,2007,153,Broken Whisper
32,7,pause,60,Laptop,2024-04-07 15:33:34,,Brenda Underwood,26,Male,New Laura,Hidden Memory,Sci-Fi,2000,111,Hidden Memory
81,161,pause,115,Laptop,2023-11-19 10:21:38,,Travis Williams,42,Male,Leefort,Final Whisper,Action,1998,108,Final Whisper
98,125,complete,108,Laptop,2025-05-04 07:16:24,1.5,Suzanne Bell,31,Female,South Vanessa,Eternal Whisper,Animation,2005,88,Eternal Whisper
3,102,play,48,Mobile,2024-04-12 11:27:49,,Steven Johnson,41,Female,Alexanderfurt,Hidden Shadow,Romance,2002,105,Hidden Shadow
68,184,play,119,Tablet,2024-01-23 21:37:41,,Lori Holt,32,Other,New Kristaberg,Infinite Truth,Comedy,2008,113,Infinite Truth
87,77,play,48,Tablet,2023-12-17 00:03:51,,Elizabeth Washington,56,Male,Benjaminmouth,Last Truth,Drama,1999,102,Last Truth
98,50,pause,43,Desktop,2024-03-20 14:29:35,,Suzanne Bell,31,Female,South Vanessa,Hidden Storm,Horror,2019,148,Hidden Storm
214,140,pause,57,Desktop,2024-07-17 23:43:55,,Christina Bowman,16,Male,Thomasview,Eternal Dream,Horror,2002,126,Eternal Dream
156,40,play,66,Laptop,2023-06-22 09:57:06,,Kathryn Armstrong,31,Other,Toddberg,Eternal Hope,Animation,2010,90,Eternal Hope
242,15,play,23,Desktop,2025-01-22 08:38:03,,Brian Cobb,52,Other,South Scottmouth,Hidden Dream,Horror,2016,158,Hidden Dream
14,66,stop,44,Mobile,2023-07-12 13:13:00,,Eric Young,18,Male,Craighaven,Broken Storm,Comedy,2004,148,Broken Storm
204,38,play,67,Tablet,2024-08-28 08:51:29,,Felicia Harris,47,Male,Jessicaberg,Last Edge,Action,2017,95,Last Edge
179,116,play,3,Desktop,2024-04-11 00:09:51,,Jordan Gray,41,Female,Beckshire,Last Memory,Horror,2020,88,Last Memory
258,88,play,65,Smart TV,2024-08-14 21:27:45,,Michael Diaz,53,Male,New Adrian,Silent Truth,Romance,2005,74,Silent Truth
97,5,complete,93,Smart TV,2025-02-25 14:31:40,3.6,Andrew Velazquez,57,Female,East Kaitlyn,Bright Storm,Comedy,2005,88,Bright Storm
9,72,complete,118,Smart TV,2023-10-06 03:26:31,2.3,Krista Guzman,40,Other,Erikberg,Dark Memory,Drama,2001,137,Dark Memory
275,5,complete,129,Desktop,2025-02-10 15:59:49,1.1,Jessica Guerrero,34,Other,Michaelberg,Bright Storm,Comedy,2005,88,Bright Storm
159,40,play,48,Smart TV,2023-09-27 23:33:39,,Tyler Fernandez,47,Male,Perrymouth,Eternal Hope,Animation,2010,90,Eternal Hope
60,85,stop,115,Smart TV,2024-09-21 00:17:18,,Stephen Munoz,30,Female,Catherinefort,Final Hour,Horror,2000,90,Final Hour
143,91,complete,179,Laptop,2023-06-14 07:16:38,3.5,Jesse Stewart,24,Male,Sanchezside,Hidden Edge,Thriller,2021,80,Hidden Edge
65,67,play,14,Tablet,2023-08-08 05:31:26,,Michael Adams,59,Other,Parksside,Bright Truth,Action,2021,134,Bright Truth
277,23,play,102,Mobile,2023-07-20 07:29:01,,Eddie Barnes,44,Female,Elizabethhaven,Infinite Hope,Animation,2013,111,Infinite Hope
276,121,stop,97,Smart TV,2023-08-30 19:35:54,,Natasha Fernandez,37,Female,North Leslie,Broken Memory,Action,2021,78,Broken Memory
278,127,complete,95,Laptop,2025-03-20 11:40:00,4.2,Betty Bell,22,Other,Markberg,Last Whisper,Action,2011,111,Last Whisper
151,16,stop,38,Laptop,2025-04-20 14:50:15,,Andrew Cunningham,23,Male,West Tiffanyberg,Lost Legacy,Drama,2001,98,Lost Legacy
9,62,stop,46,Smart TV,2023-11-28 13:46:12,,Krista Guzman,40,Other,Erikberg,Final Truth,Comedy,2024,159,Final Truth
248,40,play,24,Desktop,2025-05-31 05:53:24,,Joshua Gallegos,53,Other,Brennanville,Eternal Hope,Animation,2010,90,Eternal Hope
5,126,play,10,Mobile,2024-09-25 20:11:24,,Jennifer Rodgers,39,Other,Derekstad,Hidden Truth,Sci-Fi,1997,174,Hidden Truth
51,192,play,25,Tablet,2024-09-17 05:53:07,,Nancy Ramirez,57,Other,Tammyport,Infinite Storm,Horror,2009,99,Infinite Storm
1,92,complete,171,Laptop,2025-04-25 13:51:15,2.3,Tyler Porter,19,Other,Davidburgh,Hidden Legacy,Romance,2007,95,Hidden Legacy
155,142,stop,85,Laptop,2025-03-24 13:38:08,,Jason Gardner,30,Male,Cherylmouth,Final Edge,Romance,2017,101,Final Edge
78,91,complete,84,Smart TV,2024-10-07 05:40:58,1.7,Roger Owens,39,Other,New Crystalshire,Hidden Edge,Thriller,2021,80,Hidden Edge
232,13,play,101,Tablet,2024-01-09 13:55:07,,Leonard Santana,25,Other,Adamberg,Eternal Dream,Action,1999,95,Eternal Dream
173,41,pause,14,Smart TV,2025-01-20 17:35:56,,Penny Graves,30,Other,Adamsmouth,Infinite Shadow,Sci-Fi,2009,85,Infinite Shadow
222,83,play,102,Mobile,2023-09-23 17:08:25,,Kathleen Rasmussen,47,Female,East Daniel,Dark Truth,Action,1997,122,Dark Truth
296,12,play,99,Smart TV,2025-02-10 08:06:30,,Matthew Wilkerson,53,Male,Williamsstad,Final Dream,Drama,2008,98,Final Dream
237,66,play,106,Mobile,2025-02-28 19:15:50,,Daniel Joseph,25,Other,Lake Kimberly,Broken Storm,Comedy,2004,148,Broken Storm
112,146,complete,172,Laptop,2024-05-22 02:54:53,1.5,Bradley Ewing,46,Other,Taylorshire,Final Whisper,Horror,2020,155,Final Whisper
255,135,play,67,Smart TV,2025-03-30 09:20:58,,Patricia Evans,17,Other,East Christopherside,Dark Legacy,Action,2002,165,Dark Legacy
75,52,play,72,Tablet,2024-12-17 08:14:28,,Sarah Stewart,36,Other,Wellschester,Bright Edge,Drama,2005,98,Bright Edge
110,48,play,84,Tablet,2024-04-16 01:36:46,,Angelica Brown,41,Male,New Michaelstad,Lost Truth,Romance,2020,162,Lost Truth
63,114,play,2,Laptop,2024-06-12 21:39:10,,Ronald Dean,21,Female,West Sarahmouth,Broken Legacy,Horror,2018,149,Broken Legacy
98,107,play,85,Tablet,2024-03-26 15:59:43,,Suzanne Bell,31,Female,South Vanessa,Broken Whisper,Drama,2007,153,Broken Whisper
156,142,pause,110,Mobile,2024-11-17 03:44:07,,Kathryn Armstrong,31,Other,Toddberg,Final Edge,Romance,2017,101,Final Edge
293,154,pause,13,Desktop,2025-01-07 02:57:43,,Albert Zimmerman,59,Male,Lake Nicholasberg,Lost Storm,Horror,2018,143,Lost Storm
211,159,play,27,Tablet,2024-07-01 18:25:39,,John Cantu,30,Male,Johnshire,Broken Memory,Drama,2017,172,Broken Memory
194,107,play,65,Mobile,2024-11-07 14:24:59,,Kelly Hall,35,Male,East Kelly,Broken Whisper,Drama,2007,153,Broken Whisper
4,137,complete,86,Laptop,2025-02-04 01:49:20,1.8,Nina Santos,20,Male,Martinmouth,Eternal Truth,Romance,2018,160,Eternal Truth
122,48,play,33,Smart TV,2025-03-23 01:02:22,,Anthony Henderson,25,Other,Emilyfurt,Lost Truth,Romance,2020,162,Lost Truth
155,66,complete,152,Smart TV,2023-09-09 16:29:35,2.0,Jason Gardner,30,Male,Cherylmouth,Broken Storm,Comedy,2004,148,Broken Storm
283,167,stop,58,Mobile,2024-03-07 10:39:48,,Emily Guerra,41,Male,North Gary,Dark Hour,Romance,2014,79,Dark Hour
259,72,pause,114,Smart TV,2024-01-04 03:33:06,,Sandra Olsen,52,Female,Patrickland,Dark Memory,Drama,2001,137,Dark Memory
283,104,play,32,Mobile,2024-02-01 14:19:00,,Emily Guerra,41,Male,North Gary,Bright Legacy,Horror,2012,111,Bright Legacy
273,19,complete,123,Mobile,2023-09-15 10:51:02,4.6,Jessica Castillo,54,Other,South Emily,Last Hour,Sci-Fi,1996,97,Last Hour
115,126,play,84,Tablet,2024-12-25 10:45:08,,Jeanne Sparks,35,Male,East Xavierview,Hidden Truth,Sci-Fi,1997,174,Hidden Truth
